命运	249
共同体	250
国家主席	251
当地时间	252
纽约	253
联合国总部	254
联合国大会	255
题为	256
携手	257
新	258
伙伴	259
同心	260
和平	261
发展	262
公平	263
正义	264
民主	265
自由	266
全人类	267
共同	268
价值	269
也是	270
崇高目标	271
当今世界	272
各国	273
相互依存	274
休戚与共	275
我们	276
上午	277
时	278
分	279
许	280
全场	281
期待	282
目光	283
热烈	284
掌声	285
中	286
登上	287
讲台	288
讲话	289
指出	290
年前	291
先辈	292
经过	293
浴血奋战	294
取得了	295
世界	296
反法西斯	297
战争	298
胜利	299
远见卓识	300
立了	301
最具	302
普遍性	303
代表性	304
权威性	305
国际组织	306
集	307
各方	308
智慧	309
奠定	310
现代	311
国际	312
秩序	313
基石	314
确立	315
当代	316
基本准则	317
中国人民	318
同	319
世界人民	320
一道	321
隆重	322
纪	323
念了	324
抗日战争	325
暨世界	326
周年	327
抗战	328
不仅	329
国	330
家和	331
民族	332
救亡图存	333
而且	334
有力	335
支援	336
欧洲	337
太平洋战	338
场上	339
抵抗力量	340
赢得	341
作出了	342
历史性	343
贡献	344
历史	345
无法	346
改变	347
可以	348
塑造	349
铭记	350
不是	351
为了	352
延续	353
仇恨	354
而是	355
引以为戒	356
传承	357
纠结	358
过去	359
开创	360
薪火	361
代代相传	362
站在	363
起点	364
上	365
需要	366
深入	367
思考	368
如	369
何在	370
世纪	371
更好	372
回答	373
世界和平	374
重大	375
课题	376
建立	377
平等	378
相待	379
互	380
商	381
互谅	382
伙伴关系	383
坚持	384
多边	385
主义	386
不	387
搞	388
单边	389
奉行	390
双赢	391
多	392
新理念	393
扔掉	394
我	395
你	396
输	397
者	398
通吃	399
旧	400
思维	401
倡导	402
对话	403
解	404
争端	405
协商	406
化分	407
歧	408
要在	409
区域	410
层面	411
走出	412
一条	413
抗	414
结伴	415
不结盟	416
国与国	417
交往	418
新路	419
大国	420
相处	421
要不	422
冲突	423
相互尊重	424
小国	425
践行	426
正确	427
义利观	428
义利	429
相	430
兼	431
义	432
重于	433
利	434
营造	435
公道	436
共建	437
共享	438
安全	439
格局	440
摒弃	441
一切	442
形式	443
冷战	444
树立	445
综合	446
持续	447
新观念	448
充分发挥	449
及其	450
安理会	451
核心作用	452
化干戈为玉帛	453
推动	454
经济	455
领域	456
国际合作	457
齐头并进	458
统筹	459
应对	460
非传统	461
威胁	462
谋求	463
开放	464
创新	465
包容	466
互惠	467
发展前景	468
用好	469
看不见	470
手	471
看得见	472
形成	473
作用	474
和政	475
府	476
有机	477
统一	478
相互促进	479
兼顾	480
效率	481
规范	482
大家	483
一起	484
才是	485
真	486
可持续发展	487
好	488
秉承	489
精神	490
推进	491
互帮互助	492
互惠互利	493
要将	494
刚刚	495
闭幕	496
峰会	497
年后	498
议程	499
变为	500
行动	501
人人	502
免于	503
匮乏	504
获得	505
享有	506
尊严	507
光明	508
前景	509
和而不同	510
兼收并蓄	511
文明	512
交流	513
不要	514
排斥	515
取代	516
尊重	517
各种	518
互学	519
鉴	520
人类文明	521
创造性	522
构筑	523
尊崇	524
自然	525
绿色	526
生态	527
体系	528
工业	529
带来	530
矛盾	531
人与自然	532
和谐	533
人	534
全面发展	535
国际社会	536
共谋	537
之路	538
坚持走	539
低	540
碳	541
循环	542
继续	543
作出	544
自己	545
同时	546
敦促	547
发达国家	548
承担	549
责任	550
兑现	551
减	552
排	553
承诺	554
帮助	555
发展中国家	556
缓和	557
适应	558
气候变化	559
亿	560
正	561
在为	562
中华民族	563
伟大	564
复兴	565
梦	566
奋斗	567
圆梦	568
必	569
将给	570
创造	571
更多	572
机遇	573
始终	574
建设者	575
坚定	576
走	577
道路	578
永不	579
称霸	580
扩张	581
势力范围	582
贡献者	583
共同发展	584
欢迎	585
搭乘	586
顺	587
风车	588
维护者	589
维护	590
原	591
则为	592
广大	593
增加	594
特别是	595
非洲国家	596
治理	597
发言权	598
宣布	599
决定	600
设立	601
为期	602
总额	603
美元	604
工作	605
多边合作	606
事业	607
加入	608
维和	609
能力	610
待命	611
机制	612
率先	613
组建	614
常备	615
成建制	616
警	617
队	618
规模	619
部队	620
决	621
定在	622
年内	623
向	624
非	625
盟	626
提供	627
无偿	628
军事援助	629
非洲	630
常备军	631
危机	632
快速反应	633
部队建设	634
最后	635
迎来	636
又一个	637
之际	638
让我们	639
更加	640
紧密	641
地	642
团结起来	643
铸剑为犁	644
永	645
不再	646
战	647
理念	648
深	649
植	650
人心	651
繁荣	652
公平正义	653
人间	654
结束	655
后	656
现场	657
经久不息	658
秘书长	659
潘	660
基	661
文	662
多国	663
领导人	664
上前	665
握手	666
表示祝贺	667
与会	668
分别	669
国际形势	670
地区	671
阐述	672
看法	673
杨	674
洁	675
篪	676
参加	677
上述	678
活动	679
共同愿望	680
而生	681
存	682
成为	683
维护世界和平	684
重要途径	685
冲突地区	686
带去	687
信心	688
当地	689
民众	690
希望	691
主张	692
恪守	693
基本原则	694
哈	695
马	696
舍	697
尔	698
德	699
联合国安理会	700
决议	701
应该	702
得到	703
完整	704
执行	705
任何	706
不能	707
越权	708
行事	709
完善	710
既	711
要同	712
预防	713
外交	714
纵向	715
衔接	716
也	717
政治	718
斡旋	719
法治	720
民族和解	721
改善	722
横向	723
配合	724
提高	725
水平	726
争取	727
机会	728
生命	729
时间	730
帮扶	731
自身	732
维	733
稳	734
作为	735
常任理事国	736
已经	737
主要	738
出兵	739
出资	740
改进	741
加强	742
积极	743
考虑	744
派	745
工程	746
运输	747
医疗	748
人员	749
今后	750
将为	751
培训	752
名	753
开展	754
扫雷	755
援助	756
项目	757
首	758
支	759
直升机	760
分队	761
部分	762
资金	763
将用	764
多个	765
代表	766
会见	767
伊朗	768
总统	769
鲁	770
哈尼	771
中方	772
高度重视	773
关系	774
多年来	775
伊	776
友谊	777
基础	778
历久弥坚	779
不久前	780
核问题	781
六国	782
全面	783
协议	784
对外	785
面临	786
同样	787
契机	788
愿	789
伊方	790
抓住	791
当前	792
时机	793
提升	794
双边关系	795
务实	796
双方	797
定位	798
政党	799
立法机构	800
等方面	801
深化	802
上海	803
组织	804
框架	805
内	806
不断	807
增进	808
互信	809
丰富	810
战略	811
内涵	812
对接	813
两国	814
发展战略	815
重点	816
互联互通	817
扩大	818
铁路	819
公路	820
钢铁	821
制造	822
电力	823
工程机械	824
高新技术	825
环保	826
优先	827
能源	828
和金	829
融	830
充分	831
挖掘	832
互补	833
优势	834
长期	835
稳定	836
切实加强	837
表示	838
珍	839
视同	840
友好关系	841
新形势下	842
密切	843
高层	844
经贸	845
各领	846
域	847
战略性	848
向前	849
有关	850
共同努力	851
下	852
核	853
谈判	854
取得	855
重大成果	856
这	857
符合	858
共同利益	859
大同	860
确保	861
落实	862
丹麦	863
首相	864
拉	865
斯	866
穆	867
森	868
近年来	869
丹	870
富有成果	871
双边	872
贸易额	873
已	874
突破	875
百亿	876
亚洲	877
第一大	878
贸易	879
海外	880
第二大	881
投资国	882
科教	883
农业	884
医药	885
节能	886
顺利	887
彼此	888
利益	889
关切	890
协调	891
北极	892
科考	893
国际问题	894
研究	895
第三方	896
充实	897
互利	898
拓展	899
技术	900
人才交流	901
积极参与	902
一带	903
一路	904
互通	905
经济发展	906
巩固	907
人民	908
友好	909
青年	910
互派	911
留学生	912
往来	913
便利	914
一贯	915
一体化	916
进程	917
一个	918
团结	919
欧盟	920
强大	921
欧元	922
丹方	923
中欧	924
北欧	925
成果	926
今年年底	927
巴黎	928
预期	929
完成	930
提交	931
自主	932
公约	933
所能	934
努力	935
成功	936
实际	937
但有	938
区	939
别的	940
各自	941
均衡	942
有	943
建交	944
两国关系	945
迅猛发展	946
感到高兴	947
政府	948
致力于	949
合作关系	950
科技	951
旅游	952
赞赏	953
发挥	954
重要作用	955
沟通	956
希腊	957
总理	958
齐	959
普拉	960
好朋友	961
年来	962
尊	963
真诚	964
相助	965
始终保持	966
健康	967
稳定发展	968
希	969
发展势头	970
良好	971
新进展	972
方	973
传统友谊	974
了解	975
更高	976
明年	977
广阔	978
保持	979
两国政府	980
议会	981
等高	982
层	983
各	984
层级	985
人文	986
文化中心	987
联合	988
培养	989
高层次	990
人才	991
充分利用	992
海洋	993
平台	994
开发	995
利用	996
保护	997
谈到	998
难民	999
近期	1000
发	1001
生在	1002
引起	1003
广泛	1004
关注	1005
根源	1006
在于	1007
发展不平衡	1008
不稳定	1009
除了	1010
进行	1011
人道主义	1012
更要	1013
有效	1014
贫困	1015
消除	1016
来源	1017
相信	1018
能够	1019
挑战	1020
妥善处理	1021
普拉斯	1022
怀有	1023
感情	1024
感谢	1025
给予	1026
宝贵	1027
始终认为	1028
具有	1029
战略意义	1030
航运	1031
框	1032
架下	1033
赞同	1034
标本兼治	1035
美国	1036
国事访问	1037
成立	1038
系列	1039
回到	1040
下午	1041
在对	1042
峰	1043
会后	1044
离开	1045
启程	1046
回国	1047
驻华大使	1048
卡斯	1049
等到	1050
机场	1051
送行	1052
主席	1053
夫人	1054
彭丽媛	1055
中共中央政治局委员	1056
中央	1057
政策研究	1058
室主任	1059
王	1060
沪宁	1061
书记处书记	1062
中央办公厅	1063
主任	1064
栗	1065
战书	1066
国务委员	1067
陪同	1068
同机	1069
抵达	1070
李克强	1071
主持	1072
国务院总理	1073
推	1074
出新	1075
一批	1076
简政放权	1077
放	1078
管	1079
结合	1080
改革	1081
举措	1082
营	1083
环境	1084
雨水	1085
蓄	1086
顺畅	1087
合理	1088
海绵	1089
城市建设	1090
城镇化	1091
小排量	1092
措施	1093
调	1094
结构	1095
会议认为	1096
对于	1097
市场环境	1098
创业	1099
清障	1100
减负	1101
重要意义	1102
一是	1103
取消	1104
指定	1105
实施	1106
建设项目	1107
试生产	1108
审批	1109
项	1110
事项	1111
年底	1112
前	1113
法律法规	1114
依据	1115
此类	1116
全部	1117
二是	1118
快递	1119
业务员	1120
职业技能	1121
确认	1122
中介	1123
部门	1124
行政	1125
受理	1126
必要条件	1127
三是	1128
强化	1129
先照	1130
证	1131
事	1132
事后	1133
监管	1134
工商	1135
监管部门	1136
行业	1137
主管部门	1138
依照	1139
分工	1140
履行职责	1141
协同	1142
防止	1143
出现	1144
真空	1145
探索	1146
综合执法	1147
模式	1148
大幅	1149
减少	1150
市县	1151
执法	1152
队伍	1153
种类	1154
基层	1155
普遍推广	1156
随机	1157
选择	1158
检查	1159
检查人员	1160
双	1161
工商部门	1162
申请	1163
人和	1164
告知	1165
信用	1166
违法	1167
失信	1168
招投标	1169
出入境	1170
采购	1171
限制	1172
禁	1173
入	1174
织	1175
牢	1176
捍卫	1177
市场秩序	1178
天网	1179
积存	1180
渗透	1181
净化	1182
修复	1183
水	1184
涵养	1185
水资源	1186
增强	1187
防涝	1188
产品	1189
质量	1190
要与	1191
棚户区	1192
危房改造	1193
老旧	1194
更新	1195
相结合	1196
排水	1197
因	1198
不足	1199
一	1200
雨	1201
涝	1202
污水	1203
横流	1204
顽疾	1205
内涝	1206
收集	1207
黑	1208
臭	1209
水体	1210
从今年起	1211
新区	1212
各类	1213
园区	1214
成片	1215
开发区	1216
施工	1217
竣工	1218
环节	1219
都要	1220
突出	1221
建筑	1222
公园	1223
绿地	1224
绿化带	1225
消纳	1226
功能	1227
机动车道	1228
人行道	1229
透水	1230
铺	1231
装	1232
并和	1233
下管	1234
廊	1235
结合起来	1236
总结	1237
试点经验	1238
财政补贴	1239
商业模式	1240
吸引	1241
社会资本	1242
运营	1243
条件	1244
纳入	1245
专项	1246
范围	1247
金融机构	1248
信贷业务	1249
多渠道	1250
变	1251
弃	1252
用	1253
淘汰	1254
超标	1255
排放	1256
有利于	1257
缓解	1258
环境压力	1259
产业结构	1260
优化	1261
消费	1262
升级	1263
培育	1264
经济增长点	1265
会议决定	1266
动力电池	1267
燃料电池	1268
研发	1269
智能	1270
网联	1271
示范	1272
试点	1273
机关	1274
企事业单位	1275
车辆	1276
中新	1277
占	1278
公交车	1279
考核	1280
达标	1281
扣减	1282
燃油	1283
补贴	1284
分时	1285
租赁	1286
各地	1287
不得	1288
实行	1289
限	1290
行	1291
限购	1292
应当	1293
购买	1294
升	1295
以下	1296
排量	1297
乘用车	1298
减半	1299
征收	1300
购置税	1301
优惠政策	1302
营运	1303
黄	1304
标	1305
清理	1306
整顿	1307
进度	1308
严重	1309
滞后	1310
省份	1311
问	1312
责	1313
现有	1314
基础上	1315
地方政府	1316
盘活	1317
财政	1318
存量	1319
用于	1320
基本	1321
任务	1322
全国政协	1323
办公厅	1324
中共中央	1325
统战部	1326
侨办	1327
港澳办	1328
台办	1329
举行	1330
国庆	1331
招待会	1332
刘云山	1333
致辞	1334
晚	1335
人民大会堂	1336
中共中央政治局常委	1337
招待	1338
会上	1339
各位	1340
嘉宾	1341
热烈欢迎	1342
香港	1343
同胞	1344
澳门	1345
台湾同胞	1346
海外侨胞	1347
致以	1348
诚挚	1349
问候	1350
国务院办公厅	1351
印发	1352
关于	1353
线上	1354
线下	1355
互动	1356
商贸	1357
流通	1358
转型	1359
意见	1360
近日	1361
实体店	1362
高度评价	1363
习	1364
联大	1365
各界人士	1366
新西兰	1367
约翰	1368
主导	1369
创建	1370
亚	1371
投	1372
体现	1373
在讲话中	1374
提到	1375
他	1376
亚洲国家	1377
哥斯达黎加	1378
外长	1379
冈萨雷斯	1380
非常	1381
提出	1382
古巴	1383
部长会议	1384
副主席	1385
卡	1386
布	1387
里	1388
萨斯	1389
说	1390
一票	1391
永远	1392
属于	1393
印象	1394
深刻	1395
本台	1396
直播	1397
党和国家领导人	1398
首都	1399
各界	1400
人民英雄	1401
敬献	1402
花篮	1403
仪式	1404
烈士	1405
纪念日	1406
点	1407
将同	1408
天安门广场	1409
届时	1410
我台	1411
频道	1412
新闻频道	1413
中文	1414
英语	1415
西班牙语	1416
法语	1417
阿拉伯语	1418
俄语	1419
外语	1420
现场直播	1421
据	1422
央视	1423
总部	1424
位于	1425
教科文组织	1426
官方网	1427
站上	1428
公布	1429
最新	1430
入选	1431
记忆	1432
名录	1433
名单	1434
总共	1435
目中	1436
申报	1437
南京大屠杀	1438
档案	1439
榜上有名	1440
另一	1441
份	1442
慰安妇	1443
遗憾	1444
落选	1445
至此	1446
在被	1447
列入	1448
文献	1449
和文	1450
献	1451
集合	1452
来自	1453
已达到	1454
官方网站	1455
三	1456
包括	1457
日本	1458
侵略军	1459
占领	1460
南京	1461
期间	1462
大肆	1463
杀戮	1464
军民	1465
平民	1466
战犯	1467
调查和	1468
审判	1469
以及	1470
中华人民共和国	1471
司法	1472
机构	1473
文件	1474
日军	1475
性奴隶	1476
记	1477
录了	1478
情况	1479
痛苦	1480
遭遇	1481
日方	1482
称	1483
有失	1484
申	1485
遗	1486
对此	1487
外务省	1488
凌晨	1489
新闻官	1490
谈话	1491
史料	1492
认为	1493
缺	1494
乏	1495
公平性	1496
产经新闻	1497
透露	1498
外务	1499
省在	1500
谈话中	1501
基于	1502
单方	1503
面的	1504
材料	1505
完整性	1506
真实性	1507
存在	1508
批评	1509
尽管	1510
日本政府	1511
审议	1512
反对	1513
质疑	1514
无视	1515
立场	1516
依然	1517
将其	1518
收录	1519
遗产	1520
缺乏	1521
中立	1522
这一点	1523
另据	1524
时事	1525
通	1526
信社	1527
再让	1528
所	1529
从事	1530
重要	1531
再次	1532
将要	1533
求其	1534
制度改革	1535
国家统计局	1536
发布	1537
月份	1538
大中城市	1539
商品住宅	1540
二手	1541
环	1542
比上	1543
涨	1544
个数	1545
涨幅	1546
略有	1547
收	1548
窄	1549
其中	1550
北上	1551
广	1552
领	1553
楼市	1554
深圳	1555
新房	1556
甚至	1557
遥遥领先	1558
随着	1559
城市规划	1560
河北	1561
燕郊	1562
闸北区	1563
房价	1564
阶段性	1565
攀升	1566
城	1567
由	1568
跌	1569
转	1570
成	1571
领头羊	1572
统计局	1573
销售价格	1574
变动	1575
上月	1576
相比	1577
价格下降	1578
上涨	1579
持平	1580
时隔	1581
个月	1582
再次出现	1583
半数	1584
现象	1585
测算	1586
平均	1587
从上	1588
月下	1589
降	1590
转为	1591
自	1592
来	1593
首次	1594
转正	1595
看	1596
四个	1597
连续	1598
月均	1599
保	1600
持正	1601
紧随其后	1602
分别为	1603
值得	1604
高达	1605
易	1606
居	1607
房地产	1608
研究院	1609
研究员	1610
严	1611
跃进	1612
开始	1613
止跌	1614
首个	1615
扮演	1616
角色	1617
之所以	1618
供求关系	1619
生了	1620
变化	1621
目前	1622
供应	1623
乏力	1624
尴尬	1625
去	1626
库存	1627
周期	1628
较小	1629
化	1630
谈及	1631
走势	1632
副院长	1633
红	1634
旭	1635
反弹	1636
就是	1637
超	1638
过了	1639
这两个	1640
相互	1641
印证	1642
大城市	1643
整体	1644
步	1645
入了	1646
回暖	1647
通道	1648
通州	1649
致	1650
二手房	1651
量	1652
价	1653
意外	1654
催	1655
热	1656
中共	1657
北京市委	1658
北京市	1659
人民政府	1660
贯彻	1661
京津冀	1662
发展规划	1663
纲要	1664
正式	1665
明确提出	1666
聚焦	1667
副中心	1668
坊间	1669
市政府	1670
搬迁	1671
传言	1672
终于	1673
坐	1674
实	1675
随即	1676
迅速	1677
蹿	1678
住	1679
建委	1680
连夜	1681
通州区	1682
商品	1683
住房	1684
销售	1685
管理	1686
通知	1687
规定	1688
之一	1689
购房者	1690
一套	1691
被称为	1692
史上	1693
最	1694
如今	1695
加强版	1696
落地	1697
已一月有余	1698
住宅和	1699
成交量	1700
都	1701
下滑	1702
伟业	1703
爱我	1704
家	1705
统计	1706
新政	1707
出	1708
台前	1709
一个月	1710
跌了	1711
成交	1712
元	1713
平方米	1714
下跌	1715
令	1716
立竿见影	1717
然而	1718
就在	1719
抑制	1720
挤压	1721
到了	1722
周边	1723
河	1724
之隔	1725
迎	1726
来了	1727
新一轮	1728
涨价	1729
潮	1730
媒体报道	1731
近	1732
三个月	1733
新开	1734
楼盘	1735
房源	1736
两万	1737
区县	1738
业内人士	1739
分析	1740
此次	1741
非理性	1742
一定	1743
泡沫	1744
暴涨	1745
房地产商	1746
炒作	1747
另外	1748
学区	1749
房	1750
涨势	1751
坚挺	1752
中新网	1753
记者	1754
探访	1755
虎	1756
坊	1757
路	1758
两	1759
处	1760
发现	1761
一年前	1762
涨了	1763
南北	1764
两个	1765
都是	1766
一年	1767
其他	1768
高出	1769
不少	1770
一段时间	1771
都没有	1772
下调	1773
链	1774
地产	1775
告诉	1776
不降	1777
即将	1778
开通	1779
铁线	1780
助	1781
推了	1782
紧靠	1783
北京地铁	1784
昌平	1785
线	1786
站	1787
一处	1788
经理	1789
地铁	1790
预计	1791
通车	1792
现在	1793
该地	1794
块	1795
大概在	1796
每平方米	1797
两万四	1798
五	1799
还会	1800
适当	1801
上浮	1802
黑马	1803
每平米	1804
类似	1805
异军突起	1806
源于	1807
调整	1808
官方	1809
出面	1810
证实	1811
静安	1812
闸北	1813
撤	1814
二	1815
正在	1816
酝酿	1817
此举	1818
令其	1819
可能性	1820
大增	1821
引发	1822
反应	1823
局数	1824
据称	1825
仅	1826
低于	1827
沪上	1828
各区	1829
之中	1830
之王	1831
部	1832
监控	1833
涨得	1834
猛	1835
大宁	1836
板块	1837
去年	1838
全年	1839
六成	1840
海市	1841
图上	1842
地处	1843
上海市	1844
中心区	1845
北部	1846
南	1847
隔	1848
苏州河	1849
黄浦区	1850
相望	1851
曾经	1852
老	1853
上海人	1854
眼中	1855
只	1856
角	1857
早就	1858
今非昔比	1859
加之	1860
行政区域	1861
思路	1862
日渐	1863
明晰	1864
该区	1865
发展潜力	1866
吸	1867
引着	1868
越来越多	1869
开发商	1870
看到了	1871
隐忧	1872
世	1873
邦	1874
魏	1875
理	1876
仕	1877
资深	1878
董事	1879
谢	1880
晨	1881
直言	1882
逐渐	1883
高端	1884
静安区	1885
档次	1886
商业	1887
配套	1888
落差	1889
还是	1890
也就	1891
导致	1892
相对	1893
后进	1894
一方	1895
业主	1896
产	1897
攀上	1898
枝头	1899
变凤凰	1900
心理	1901
因而	1902
惜售	1903
周边地区	1904
河北省	1905
厅	1906
省	1907
国土资源	1908
平稳	1909
健康发展	1910
严厉打击	1911
囤	1912
炒	1913
商品房	1914
行为	1915
未	1916
预售	1917
许可证	1918
严禁	1919
广告宣传	1920
焦点	1921
睡	1922
围城	1923
准确	1924
把握	1925
布局	1926
服从	1927
承接	1928
疏解	1929
放在首位	1930
适度	1931
职	1932
合一	1933
优美	1934
生活	1935
成本	1936
低廉	1937
宜	1938
业	1939
卫星城	1940
划定	1941
边界	1942
摊	1943
大饼	1944
式	1945
盲目	1946
外延	1947
许可	1948
方案	1949
预	1950
销	1951
售	1952
备案	1953
制度	1954
严格执行	1955
明码标价	1956
一房	1957
此外	1958
原因	1959
造成	1960
土地	1961
闲置	1962
依法	1963
坚决	1964
查处	1965
社会监督	1966
约谈	1967
恶意	1968
捂	1969
盘	1970
哄抬	1971
经纪	1972
虚假	1973
信息	1974
造谣	1975
传谣	1976
不实	1977
误导	1978
消费者	1979
企业信用	1980
及时	1981
记录	1982
违规行为	1983
严控	1984
高密度	1985
还对	1986
高度	1987
容积率	1988
县城	1989
居住用地	1990
超过	1991
避免	1992
高强度	1993
市政	1994
绿化	1995
幼儿园	1996
服务设施	1997
同步	1998
城市设计	1999
引导	2000
注重	2001
显山露水	2002
顺应	2003
形态	2004
铁路沿线	2005
街道	2006
两侧	2007
滨	2008
地带	2009
控制	2010
体量	2011
天际线	2012
退让	2013
红线	2014
绿地率	2015
绿地面积	2016
指标	2017
人均	2018
建成区	2019
居住	2020
多层	2021
为主	2022
小	2023
为辅	2024
严格控制	2025
住宅建设	2026
宜人	2027
空间	2028
尺度	2029
还将	2030
严格	2031
国土资源部	2032
城乡	2033
建设部	2034
编制	2035
本地区	2036
年度	2037
计划	2038
累积	2039
面积	2040
总量	2041
开工	2042
在建	2043
土地市场	2044
实际情况	2045
研判	2046
好住	2047
宅	2048
节奏	2049
运用	2050
多种	2051
供	2052
进一步	2053
招	2054
拍	2055
挂	2056
手段	2057
流	2058
异常	2059
高价	2060
背景	2061
涨到	2062
早在	2063
国务院副总理	2064
张高丽	2065
全面落实	2066
曾	2067
尽快	2068
工作任务	2069
和政策	2070
细化	2071
分解	2072
统一规划	2073
控	2074
城镇	2075
自通	2076
州	2077
核心区	2078
走高	2079
外围	2080
打击	2081
徐	2082
贱	2083
云	2084
做客	2085
城市管理	2086
广播	2087
市民	2088
一把手	2089
节目	2090
上个月	2091
中旬	2092
出台	2093
本区	2094
居民	2095
住房问题	2096
一些	2097
达	2098
昨天	2099
购房	2100
网	2101
京哈	2102
迎宾	2103
南路	2104
交叉口	2105
附	2106
某处	2107
已在	2108
潮白河	2109
畔	2110
行宫	2111
西大街	2112
燕	2113
顺路	2114
附近	2115
该	2116
介绍	2117
还在	2118
多元	2119
近乎	2120
一倍	2121
离	2122
较近	2123
交通	2124
自从	2125
如果	2126
要是	2127
想买	2128
赶紧	2129
排号	2130
有限	2131
专家	2132
中原	2133
首席	2134
分析师	2135
张大	2136
伟	2137
这种	2138
情况下	2139
职能	2140
迁入	2141
来看	2142
利好	2143
最高	2144
目	2145
很多	2146
例	2147
等地	2148
一轮	2149
套数	2150
套	2151
供应量	2152
全	2153
只有	2154
一地	2155
相当于	2156
一半	2157
叠加	2158
周围	2159
远超过	2160
数倍	2161
依赖	2162
完全	2163
往年	2164
一旦	2165
观望	2166
就会	2167
感冒	2168
本就	2169
大规模	2170
促销	2171
除此之外	2172
虽然	2173
但从	2174
能与	2175
郊区	2176
相比较	2177
所以在	2178
买房	2179
客户	2180
大部分	2181
刚	2182
很可能	2183
锐减	2184
资源	2185
来说	2186
处于	2187
待	2188
阶段	2189
所以	2190
外溢	2191
吸引力	2192
确有	2193
大量	2194
支撑	2195
以上	2196
经验	2197
对比	2198
价格比	2199
大约在	2200
应该在	2201
左右	2202
可能会	2203
投资者	2204
场	2205
这些	2206
注意	2207
影响	2208
中共中央总书记	2209
致电	2210
朝鲜	2211
劳动党	2212
第一书记	2213
金正恩	2214
祝贺	2215
贺电	2216
在朝	2217
鲜	2218
中国共产党中央委员会	2219
以我	2220
名义	2221
向你	2222
劳动	2223
党中央	2224
全体	2225
党员	2226
朝鲜人民	2227
伟大领袖	2228
金日成	2229
金正日	2230
总书记	2231
领导下	2232
带领	2233
克服	2234
重重困难	2235
独立	2236
解放	2237
社会主义革命	2238
建设事业	2239
令人瞩目	2240
成就	2241
同志	2242
遗志	2243
领导	2244
发展经济	2245
进展	2246
衷心祝愿	2247
为首	2248
社会主义	2249
更大	2250
中朝	2251
有着	2252
光荣传统	2253
护好	2254
造福	2255
两国人民	2256
乃至	2257
建设性	2258
不断发展	2259
朝鲜民主主义人民共和国	2260
繁荣昌盛	2261
平壤	2262
百花园	2263
迎宾馆	2264
见了	2265
转达	2266
亲切	2267
祝愿	2268
交了	2269
亲	2270
署	2271
函	2272
老一辈	2273
亲自	2274
缔造	2275
精心	2276
宝贵财富	2277
倍加	2278
珍惜	2279
党和政府	2280
长远	2281
角度	2282
看待	2283
从中	2284
朝	2285
大局	2286
大计	2287
出发	2288
并请	2289
在朝党	2290
庆祝	2291
派出	2292
团长	2293
代表团	2294
访	2295
体现出	2296
朝中	2297
深厚	2298
情谊	2299
这是	2300
党和人民	2301
